Reward
-100.7619406205109
-102.80009724081766
-123.37978711316526
-100.9225842221758
-100.71195179024686
-102.56765854615519
-119.72082865139905
-99.47897461395512
-103.79078848246745
-101.75443158331439
-131.80668430689724
-123.71259770199819
-117.86131018842235
-106.12735753547526
-100.36994523003611
-104.27780464093561
-98.9166165950697
-102.42493887119642
-104.13737519382424
-108.44153018926308
-116.63356317370484
-100.4547210704631
-121.02188449517922
-101.27127270688477
-99.65341406065747
-122.13478198514929
-102.14671966704888
-128.38200486647312
-107.3038289681842
-102.61222983250208
-116.13004726744902
-116.68794400889551
-127.4666025521877
-103.13372784513892
-101.82237370667842
-102.62756935102766
-101.66846303169082
-98.52986619743481
-100.65850224071728
-102.45940073789743
-102.01796202768595
-103.832425433045
-100.2199669372052
-99.87056175108701
-105.46783377756513
-103.79635441159978
-100.47378195744703
-158.61718699041415
-107.32422786155442
-103.63642945305904
