Reward
-7431.581179111912
8597.973914721595
-8018.853583304352
-1037.328090757025
8609.650933431421
12670.342484442164
17589.88902691871
17273.439301864808
5854.117639341931
650.5343919900167
760.0954869876159
-5738.17056529917
4464.778963415066
3718.357454599815
